what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302710654906
opened,editor,com.aptana.ide.editor.js,2.0.0.1278523018,"com.aptana.ide.editors.JSEditor",1302710655038
activated,editor,com.aptana.ide.editor.js,2.0.0.1278523018,"com.aptana.ide.editors.JSEditor",1302710655111
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710658686
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710658785
activated,perspective,,,"<Aptana_Web>",1302710660059
activated,view,com.aptana.ide.ui.io,2.0.5.1278614541,"com.aptana.ide.ui.io.fileExplorerView",1302710662223
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1302710662439
activated,view,com.aptana.ide.editor.js,2.0.0.1278523018,"com.aptana.ide.js.ui.views.profilesView",1302710676302
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1302710681650
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302710682423
activated,view,com.aptana.ide.ui.io,2.0.5.1278614541,"com.aptana.ide.ui.io.fileExplorerView",1302710685798
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1302710687891
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302710693178
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302710695070
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710697139
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710761472
activated,view,com.aptana.ide.ui.io,2.0.5.1278614541,"com.aptana.ide.ui.io.fileExplorerView",1302710761485
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710765266
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710806702
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710816358
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710890119
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710900143
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710903838
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710905448
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710914970
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1302710915015
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1302710915576
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1302710919840
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710920917
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710925803
activated,perspective,,,"<Aptana_Web>",1302710927451
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710934496
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710944795
activated,view,com.aptana.ide.ui.io,2.0.5.1278614541,"com.aptana.ide.ui.io.fileExplorerView",1302710944807
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710946011
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710949338
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1302710949364
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302710951700
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302710972133
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302711029572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302711030524
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302711030622
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1302711030668
opened,editor,com.aptana.ide.editor.js,2.0.0.1278523018,"com.aptana.ide.editors.JSEditor",1302711037362
activated,editor,com.aptana.ide.editor.js,2.0.0.1278523018,"com.aptana.ide.editors.JSEditor",1302711037443
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302711044150
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302711046121
