what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302713554556
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302713555187
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302713555736
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302713556311
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302713556845
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302713557185
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1302713559365
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713560111
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713568067
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1302713568083
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Terminate",1302713568127
activated,perspective,,,"<Aptana_Web>",1302713570754
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1302713570770
activated,view,com.aptana.ide.ui.io,2.0.5.1278614541,"com.aptana.ide.ui.io.fileExplorerView",1302713572354
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713573836
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713601908
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1302713601947
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1302713602338
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713605167
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713606570
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1302713606584
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1302713608546
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713609246
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713616146
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302713616161
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713618508
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713620137
error,log,,,"Multiple JavaScript Debug Sessions is not supported.\nPlease terminate the active session before starting a new session.",1302713620143
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713620164
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713622396
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713625002
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713631176
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713633505
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713633661
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713639245
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713639341
activated,perspective,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.JavaPerspective",1302713640898
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1302713640912
activated,perspective,,,"<Aptana_Web>",1302713647336
activated,view,com.aptana.ide.ui.io,2.0.5.1278614541,"com.aptana.ide.ui.io.fileExplorerView",1302713653668
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713656438
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713657616
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1302713657623
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302713657624
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1302713658481
activated,view,com.aptana.ide.ui.io,2.0.5.1278614541,"com.aptana.ide.ui.io.fileExplorerView",1302713668065
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713669132
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713714042
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1302713714085
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1302713714489
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1302713716866
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713717614
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302713721226
activated,perspective,,,"<Aptana_Web>",1302713721353
