what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349191777
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349218069
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349387775
activated,editor,com.aptana.ide.editor.js,2.0.0.1278523018,"com.aptana.ide.editors.JSEditor",1303349387806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1303349451413
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1303349453394
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1303349517004
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1303349518189
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349518980
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349650988
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349698404
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349714581
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349717758
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349727886
activated,view,com.aptana.ide.ui.io,2.0.5.1278614541,"com.aptana.ide.ui.io.fileExplorerView",1303349727905
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349731747
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349938700
activated,editor,com.aptana.ide.editor.js,2.0.0.1278523018,"com.aptana.ide.editors.JSEditor",1303349938900
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349943636
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1303349943651
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349947362
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349947551
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349948215
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349948556
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349949209
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349949796
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349950121
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349951473
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1303349951481
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349952115
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349953412
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303349961934
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349962384
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349963584
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349965244
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349967101
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349968634
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349968938
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349969169
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349969383
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349969945
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349970367
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349970597
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349971775
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349982654
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349983430
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1303349984248
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350010103
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350029710
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350032974
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350135890
activated,editor,com.aptana.ide.editor.js,2.0.0.1278523018,"com.aptana.ide.editors.JSEditor",1303350136024
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350142365
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350298009
activated,view,com.aptana.ide.ui.io,2.0.5.1278614541,"com.aptana.ide.ui.io.fileExplorerView",1303350298052
activated,editor,com.aptana.ide.editor.js,2.0.0.1278523018,"com.aptana.ide.editors.JSEditor",1303350298223
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350305348
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350367424
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350368882
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350368979
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350376647
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350376755
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350377172
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350383442
activated,view,com.aptana.ide.ui.io,2.0.5.1278614541,"com.aptana.ide.ui.io.fileExplorerView",1303350383480
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350392082
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1303350410516
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350411221
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350417235
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1303350417686
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350418718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350426240
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350440518
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350443713
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303350451719
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1303350454588
opened,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1303350456731
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1303350456802
activated,view,com.aptana.ide.ui.io,2.0.5.1278614541,"com.aptana.ide.ui.io.fileExplorerView",1303350459465
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1303350462165
activated,view,com.aptana.ide.ui.io,2.0.5.1278614541,"com.aptana.ide.ui.io.fileExplorerView",1303350463152
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1303350464390
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1303350466797
activated,view,com.aptana.ide.ui.io,2.0.5.1278614541,"com.aptana.ide.ui.io.fileExplorerView",1303350470324
activated,editor,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editors.HTMLEditor",1303350477296
activated,view,com.aptana.ide.ui.io,2.0.5.1278614541,"com.aptana.ide.ui.io.fileExplorerView",1303350479227
